Date,Open,High,Low,Close,Daily_Return,Volume
20/12/2018," Rp582,048 "," Rp591,599 "," Rp582,048 "," Rp591,599 ",-0.007922074,49
21/12/2018," Rp591,788 "," Rp592,258 "," Rp588,736 "," Rp588,736 ",-0.004839253,96
24/12/2018," Rp593,721 "," Rp597,584 "," Rp593,721 "," Rp597,113 ",0.014228448,27
26/12/2018," Rp598,434 "," Rp602,253 "," Rp598,387 "," Rp598,387 ",0.002133882,63
27/12/2018," Rp600,515 "," Rp600,797 "," Rp600,515 "," Rp600,797 ",0.004028122,480
28/12/2018," Rp597,782 "," Rp600,880 "," Rp597,782 "," Rp600,786 ",-1.92E-05,805
31/12/2018," Rp597,141 "," Rp598,683 "," Rp596,954 "," Rp597,281 ",-0.005833383,19
02/01/2019," Rp600,627 "," Rp600,627 "," Rp596,704 "," Rp598,291 ",0.001691548,149
03/01/2019," Rp603,011 "," Rp605,448 "," Rp602,964 "," Rp605,354 ",0.011804648,10
04/01/2019," Rp601,665 "," Rp601,665 "," Rp592,878 "," Rp596,318 ",-0.014926582,34
07/01/2019," Rp593,930 "," Rp593,930 "," Rp593,838 "," Rp593,930 ",-0.004004996,2
08/01/2019," Rp588,552 "," Rp589,793 "," Rp587,495 "," Rp589,793 ",-0.006965458,54
09/01/2019," Rp589,815 "," Rp594,379 "," Rp589,723 "," Rp594,379 ",0.00777595,102
10/01/2019," Rp596,785 "," Rp596,785 "," Rp596,785 "," Rp596,785 ",0.004048288,0
11/01/2019," Rp599,099 "," Rp599,099 "," Rp596,826 "," Rp597,197 ",0.000689377,11
14/01/2019," Rp603,662 "," Rp604,362 "," Rp602,120 "," Rp602,120 ",0.008244074,7
15/01/2019," Rp599,891 "," Rp601,100 "," Rp598,078 "," Rp598,078 ",-0.006713704,3
16/01/2019," Rp604,118 "," Rp604,118 "," Rp604,118 "," Rp604,118 ",0.010100173,2
17/01/2019," Rp607,831 "," Rp608,348 "," Rp606,372 "," Rp607,548 ",0.005677826,10
18/01/2019," Rp600,611 "," Rp600,611 "," Rp600,611 "," Rp600,611 ",-0.011419116,3
22/01/2019," Rp599,945 "," Rp600,319 "," Rp599,945 "," Rp599,945 ",-0.001109314,7
23/01/2019," Rp600,724 "," Rp601,755 "," Rp599,318 "," Rp601,380 ",0.002393116,14
24/01/2019," Rp599,946 "," Rp599,946 "," Rp599,664 "," Rp599,946 ",-0.002385742,1
25/01/2019," Rp604,412 "," Rp604,412 "," Rp604,412 "," Rp604,412 ",0.007444655,0
28/01/2019," Rp606,121 "," Rp609,057 "," Rp605,003 "," Rp606,867 ",0.004061699,54
29/01/2019," Rp611,327 "," Rp611,327 "," Rp611,327 "," Rp611,327 ",0.007350242,213607
30/01/2019," Rp612,912 "," Rp618,992 "," Rp611,836 "," Rp612,678 ",0.00220891,54958
31/01/2019," Rp617,402 "," Rp619,928 "," Rp615,858 "," Rp617,262 ",0.007481431,1970
01/02/2019," Rp624,419 "," Rp624,608 "," Rp622,102 "," Rp622,811 ",0.008990287,878
04/02/2019," Rp619,115 "," Rp619,115 "," Rp614,512 "," Rp617,330 ",-0.008799672,675
05/02/2019," Rp613,812 "," Rp615,685 "," Rp613,766 "," Rp615,264 ",-0.003347831,362
06/02/2019," Rp614,105 "," Rp614,573 "," Rp610,596 "," Rp612,701 ",-0.004164739,358
07/02/2019," Rp605,718 "," Rp609,204 "," Rp605,392 "," Rp608,739 ",-0.006466293,203
08/02/2019," Rp608,786 "," Rp610,878 "," Rp607,996 "," Rp610,738 ",0.003283891,122
11/02/2019," Rp608,475 "," Rp608,475 "," Rp604,444 "," Rp605,510 ",-0.008560869,119
12/02/2019," Rp605,455 "," Rp606,380 "," Rp604,346 "," Rp605,085 ",-0.000701127,109
13/02/2019," Rp601,624 "," Rp603,642 "," Rp600,018 "," Rp601,257 ",-0.006327708,143
14/02/2019," Rp590,876 "," Rp593,955 "," Rp589,337 "," Rp593,049 ",-0.013649949,858
15/02/2019," Rp597,093 "," Rp599,456 "," Rp597,093 "," Rp599,138 ",0.010266955,190
19/02/2019," Rp600,071 "," Rp608,794 "," Rp599,890 "," Rp608,794 ",0.016115396,390
20/02/2019," Rp606,209 "," Rp607,022 "," Rp604,312 "," Rp606,706 ",-0.003429177,581
21/02/2019," Rp600,858 "," Rp602,483 "," Rp596,164 "," Rp597,338 ",-0.015441208,414
22/02/2019," Rp601,017 "," Rp604,239 "," Rp599,565 "," Rp603,286 ",0.009958544,718
25/02/2019," Rp603,030 "," Rp604,119 "," Rp601,397 "," Rp601,533 ",-0.002906606,185
26/02/2019," Rp601,587 "," Rp602,587 "," Rp601,587 "," Rp602,405 ",0.001450494,939
27/02/2019," Rp604,996 "," Rp605,087 "," Rp599,892 "," Rp600,439 ",-0.003263731,604
28/02/2019," Rp601,776 "," Rp602,960 "," Rp597,403 "," Rp597,995 ",-0.004069998,141
01/03/2019," Rp603,586 "," Rp603,586 "," Rp592,869 "," Rp596,319 ",-0.00280412,110
04/03/2019," Rp587,213 "," Rp587,898 "," Rp585,569 "," Rp586,893 ",-0.01580561,28
05/03/2019," Rp584,708 "," Rp584,708 "," Rp582,437 "," Rp582,437 ",-0.007594032,114
06/03/2019," Rp587,158 "," Rp587,158 "," Rp585,105 "," Rp586,154 ",0.006382939,14
07/03/2019," Rp579,803 "," Rp581,433 "," Rp579,803 "," Rp581,071 ",-0.008672343,11
08/03/2019," Rp584,204 "," Rp586,601 "," Rp583,978 "," Rp586,420 ",0.009205489,10
11/03/2019," Rp584,164 "," Rp584,164 "," Rp583,168 "," Rp583,168 ",-0.005544995,9
12/03/2019," Rp584,131 "," Rp584,853 "," Rp584,131 "," Rp584,853 ",0.002889241,1
13/03/2019," Rp587,090 "," Rp587,090 "," Rp587,090 "," Rp587,090 ",0.003824226,0
14/03/2019," Rp579,386 "," Rp579,386 "," Rp579,386 "," Rp579,386 ",-0.01312132,1
15/03/2019," Rp583,771 "," Rp585,476 "," Rp583,591 "," Rp584,175 ",0.008264365,26
18/03/2019," Rp581,863 "," Rp584,061 "," Rp581,863 "," Rp583,209 ",-0.001653195,8
19/03/2019," Rp584,677 "," Rp584,677 "," Rp583,738 "," Rp583,827 ",0.001060603,20
20/03/2019," Rp584,036 "," Rp584,036 "," Rp583,947 "," Rp583,947 ",0.000204195,2
21/03/2019," Rp586,125 "," Rp586,125 "," Rp586,125 "," Rp586,125 ",0.003730731,0
22/03/2019," Rp591,756 "," Rp591,756 "," Rp591,756 "," Rp591,756 ",0.009606899,0
25/03/2019," Rp595,000 "," Rp595,991 "," Rp595,000 "," Rp595,540 ",0.006395105,19
26/03/2019," Rp598,552 "," Rp598,552 "," Rp597,960 "," Rp597,960 ",0.004063579,1
27/03/2019," Rp593,095 "," Rp593,095 "," Rp593,095 "," Rp593,095 ",-0.008137035,206263
28/03/2019," Rp594,645 "," Rp595,872 "," Rp585,237 "," Rp586,192 ",-0.011639009,87798
29/03/2019," Rp588,443 "," Rp592,504 "," Rp586,846 "," Rp589,995 ",0.00648777,1265
01/04/2019," Rp585,460 "," Rp587,318 "," Rp582,695 "," Rp583,919 ",-0.010297671,675
02/04/2019," Rp580,341 "," Rp582,417 "," Rp579,529 "," Rp582,011 ",-0.003268427,525
03/04/2019," Rp586,255 "," Rp587,026 "," Rp584,484 "," Rp585,574 ",0.006121691,172
04/04/2019," Rp583,028 "," Rp583,932 "," Rp578,014 "," Rp582,305 ",-0.005581023,269
05/04/2019," Rp581,999 "," Rp581,999 "," Rp578,215 "," Rp581,278 ",-0.001763732,181
08/04/2019," Rp579,970 "," Rp584,414 "," Rp579,791 "," Rp582,170 ",0.001533254,63
09/04/2019," Rp585,094 "," Rp587,978 "," Rp585,094 "," Rp587,347 ",0.00889337,30
10/04/2019," Rp595,077 "," Rp597,404 "," Rp593,936 "," Rp597,404 ",0.017123007,66
11/04/2019," Rp592,832 "," Rp592,878 "," Rp584,486 "," Rp584,486 ",-0.021623632,420
12/04/2019," Rp590,697 "," Rp590,697 "," Rp588,779 "," Rp589,418 ",0.008438275,607
15/04/2019," Rp584,518 "," Rp585,656 "," Rp583,381 "," Rp585,428 ",-0.006769691,523
16/04/2019," Rp587,345 "," Rp587,345 "," Rp581,404 "," Rp581,586 ",-0.006562284,643
17/04/2019," Rp583,075 "," Rp583,075 "," Rp582,205 "," Rp582,479 ",0.001535292,308
18/04/2019," Rp584,380 "," Rp585,667 "," Rp584,058 "," Rp584,885 ",0.004130962,27
22/04/2019," Rp584,802 "," Rp584,802 "," Rp584,802 "," Rp584,802 ",-0.000142126,147
23/04/2019," Rp580,524 "," Rp582,083 "," Rp580,341 "," Rp581,853 ",-0.005042519,206
24/04/2019," Rp581,441 "," Rp584,696 "," Rp581,166 "," Rp584,696 ",0.004884543,518
25/04/2019," Rp588,227 "," Rp588,319 "," Rp586,023 "," Rp586,023 ",0.002269664,95
26/04/2019," Rp588,715 "," Rp588,715 "," Rp588,715 "," Rp588,715 ",0.004595014,804
29/04/2019," Rp588,670 "," Rp588,715 "," Rp585,142 "," Rp585,829 ",-0.004903143,568
30/04/2019," Rp586,095 "," Rp586,827 "," Rp585,684 "," Rp586,598 ",0.001313672,114
01/05/2019," Rp577,817 "," Rp579,896 "," Rp577,817 "," Rp579,037 ",-0.012890344,70
02/05/2019," Rp576,707 "," Rp577,434 "," Rp575,526 "," Rp576,934 ",-0.003631741,63
03/05/2019," Rp578,137 "," Rp582,279 "," Rp578,137 "," Rp582,279 ",0.009264227,15
06/05/2019," Rp584,263 "," Rp584,263 "," Rp583,397 "," Rp584,035 ",0.003015889,12
07/05/2019," Rp583,077 "," Rp584,443 "," Rp583,077 "," Rp584,443 ",0.000697865,8
08/05/2019," Rp590,103 "," Rp590,103 "," Rp590,103 "," Rp590,103 ",0.009685346,5
09/05/2019," Rp585,308 "," Rp588,100 "," Rp585,263 "," Rp587,414 ",-0.004557536,38
10/05/2019," Rp588,201 "," Rp588,704 "," Rp587,240 "," Rp588,338 ",0.001573285,6
13/05/2019," Rp589,085 "," Rp595,220 "," Rp586,842 "," Rp595,220 ",0.011697467,56
14/05/2019," Rp593,040 "," Rp593,040 "," Rp591,624 "," Rp591,624 ",-0.006041738,6
15/05/2019," Rp592,504 "," Rp592,504 "," Rp592,093 "," Rp592,230 ",0.001024548,55
16/05/2019," Rp584,721 "," Rp584,812 "," Rp584,630 "," Rp584,630 ",-0.012832967,3
17/05/2019," Rp580,750 "," Rp580,750 "," Rp578,255 "," Rp578,255 ",-0.010904675,1
20/05/2019," Rp582,222 "," Rp582,222 "," Rp582,222 "," Rp582,222 ",0.006860475,20
21/05/2019," Rp578,102 "," Rp578,102 "," Rp578,102 "," Rp578,102 ",-0.007076139,0
22/05/2019," Rp580,508 "," Rp580,508 "," Rp580,508 "," Rp580,508 ",0.004161887,0
23/05/2019," Rp584,002 "," Rp584,002 "," Rp584,002 "," Rp584,002 ",0.006018901,0
24/05/2019," Rp581,039 "," Rp581,039 "," Rp581,039 "," Rp581,039 ",-0.005073912,9
28/05/2019," Rp580,947 "," Rp580,947 "," Rp580,947 "," Rp580,947 ",-0.000157271,0
29/05/2019," Rp579,664 "," Rp579,664 "," Rp579,664 "," Rp579,664 ",-0.002209729,189694
30/05/2019," Rp579,079 "," Rp583,108 "," Rp576,590 "," Rp582,564 ",0.005004358,55573
31/05/2019," Rp581,097 "," Rp589,536 "," Rp581,007 "," Rp589,265 ",0.011502119,2814
03/06/2019," Rp589,807 "," Rp599,193 "," Rp589,807 "," Rp596,892 ",0.012942182,812
04/06/2019," Rp598,699 "," Rp600,643 "," Rp597,117 "," Rp598,292 ",0.002346994,302
05/06/2019," Rp600,758 "," Rp607,267 "," Rp599,582 "," Rp600,486 ",0.003666913,622
06/06/2019," Rp605,596 "," Rp609,191 "," Rp603,502 "," Rp608,690 ",0.013661721,161
07/06/2019," Rp613,178 "," Rp619,894 "," Rp611,661 "," Rp616,904 ",0.013494706,240
10/06/2019," Rp608,343 "," Rp608,662 "," Rp603,015 "," Rp603,288 ",-0.022071347,268
11/06/2019," Rp606,084 "," Rp606,084 "," Rp601,841 "," Rp605,171 ",0.00312123,201
12/06/2019," Rp607,618 "," Rp611,098 "," Rp607,618 "," Rp609,907 ",0.007826051,139
13/06/2019," Rp609,826 "," Rp614,176 "," Rp609,826 "," Rp613,306 ",0.005572596,157
14/06/2019," Rp616,133 "," Rp620,712 "," Rp613,339 "," Rp613,705 ",0.000651,914
17/06/2019," Rp612,599 "," Rp613,194 "," Rp610,769 "," Rp612,462 ",-0.00202656,76
18/06/2019," Rp619,741 "," Rp619,741 "," Rp616,204 "," Rp618,500 ",0.009859837,29
19/06/2019," Rp619,912 "," Rp620,189 "," Rp619,912 "," Rp620,189 ",0.002729411,129
20/06/2019," Rp634,619 "," Rp639,856 "," Rp633,700 "," Rp639,856 ",0.031711773,76
21/06/2019," Rp648,360 "," Rp648,360 "," Rp641,120 "," Rp643,841 ",0.006227609,35
24/06/2019," Rp647,230 "," Rp653,951 "," Rp645,434 "," Rp651,050 ",0.011198223,125
25/06/2019," Rp660,979 "," Rp668,064 "," Rp659,488 "," Rp659,488 ",0.012959246,105
26/06/2019," Rp652,533 "," Rp655,361 "," Rp651,883 "," Rp654,573 ",-0.007452367,1333
27/06/2019," Rp657,732 "," Rp659,509 "," Rp654,367 "," Rp658,387 ",0.005826758,437
28/06/2019," Rp659,676 "," Rp666,093 "," Rp659,676 "," Rp660,332 ",0.00295374,356
01/07/2019," Rp643,872 "," Rp648,144 "," Rp642,107 "," Rp643,407 ",-0.025629906,214
02/07/2019," Rp646,185 "," Rp658,866 "," Rp646,046 "," Rp652,456 ",0.014063407,38
03/07/2019," Rp667,940 "," Rp669,340 "," Rp659,584 "," Rp661,732 ",0.014216629,46
05/07/2019," Rp659,048 "," Rp659,048 "," Rp645,990 "," Rp649,011 ",-0.019223607,20
08/07/2019," Rp645,632 "," Rp646,141 "," Rp644,568 "," Rp646,141 ",-0.004421885,14
09/07/2019," Rp647,630 "," Rp649,023 "," Rp643,775 "," Rp649,023 ",0.004460587,53
10/07/2019," Rp655,824 "," Rp655,917 "," Rp655,824 "," Rp655,917 ",0.010622685,50
11/07/2019," Rp658,949 "," Rp658,949 "," Rp649,833 "," Rp649,833 ",-0.009275664,6
12/07/2019," Rp650,796 "," Rp652,880 "," Rp650,796 "," Rp652,787 ",0.004545777,8
15/07/2019," Rp648,823 "," Rp649,098 "," Rp647,447 "," Rp647,447 ",-0.00818139,25
16/07/2019," Rp647,047 "," Rp647,093 "," Rp643,110 "," Rp645,033 ",-0.003728095,13
17/07/2019," Rp643,966 "," Rp651,622 "," Rp643,966 "," Rp651,622 ",0.010215882,6
18/07/2019," Rp652,995 "," Rp663,050 "," Rp651,710 "," Rp654,740 ",0.004784399,66
19/07/2019," Rp660,240 "," Rp660,927 "," Rp653,181 "," Rp653,181 ",-0.002380707,22
22/07/2019," Rp653,823 "," Rp653,823 "," Rp653,227 "," Rp653,823 ",0.000982261,1
23/07/2019," Rp651,114 "," Rp652,354 "," Rp650,059 "," Rp651,803 ",-0.003089756,5
24/07/2019," Rp653,888 "," Rp653,888 "," Rp653,888 "," Rp653,888 ",0.003199671,20
25/07/2019," Rp648,321 "," Rp648,321 "," Rp648,321 "," Rp648,321 ",-0.008514668,4
26/07/2019," Rp652,905 "," Rp652,997 "," Rp650,932 "," Rp650,932 ",0.004027185,5
29/07/2019," Rp653,490 "," Rp653,490 "," Rp653,490 "," Rp653,490 ",0.003930701,224267
30/07/2019," Rp660,954 "," Rp664,476 "," Rp659,007 "," Rp662,529 ",0.013832043,73874
31/07/2019," Rp657,565 "," Rp659,632 "," Rp648,330 "," Rp655,176 ",-0.011099377,3294
01/08/2019," Rp647,945 "," Rp663,509 "," Rp643,170 "," Rp652,353 ",-0.004308674,2431
02/08/2019," Rp658,370 "," Rp658,370 "," Rp651,232 "," Rp657,279 ",0.007551458,1873
05/08/2019," Rp655,192 "," Rp668,520 "," Rp655,192 "," Rp666,200 ",0.013573176,1008
06/08/2019," Rp670,174 "," Rp672,591 "," Rp664,702 "," Rp671,405 ",0.007812743,460
07/08/2019," Rp668,827 "," Rp685,350 "," Rp668,691 "," Rp684,169 ",0.019011234,824
08/08/2019," Rp684,827 "," Rp689,443 "," Rp681,902 "," Rp684,507 ",0.000493023,367
09/08/2019," Rp686,890 "," Rp687,483 "," Rp682,056 "," Rp682,512 ",-0.00291356,74
12/08/2019," Rp679,185 "," Rp687,765 "," Rp675,598 "," Rp683,407 ",0.001310484,257
13/08/2019," Rp687,130 "," Rp696,684 "," Rp674,984 "," Rp683,400 ",-1.00E-05,672
14/08/2019," Rp684,617 "," Rp693,974 "," Rp683,248 "," Rp691,874 ",0.012400538,328
15/08/2019," Rp692,799 "," Rp694,121 "," Rp688,606 "," Rp692,708 ",0.001205012,87
16/08/2019," Rp693,590 "," Rp693,590 "," Rp684,537 "," Rp688,086 ",-0.00667296,1815
19/08/2019," Rp682,089 "," Rp682,270 "," Rp675,617 "," Rp679,011 ",-0.013187828,205
20/08/2019," Rp683,043 "," Rp686,966 "," Rp683,043 "," Rp686,282 ",0.010707058,486
21/08/2019," Rp688,789 "," Rp688,835 "," Rp685,997 "," Rp688,652 ",0.003453866,350
22/08/2019," Rp680,723 "," Rp681,724 "," Rp680,131 "," Rp681,724 ",-0.010059561,686
23/08/2019," Rp678,194 "," Rp693,678 "," Rp678,194 "," Rp693,224 ",0.016868665,983
26/08/2019," Rp694,610 "," Rp694,655 "," Rp686,103 "," Rp687,003 ",-0.008974125,334
27/08/2019," Rp684,613 "," Rp689,801 "," Rp683,718 "," Rp689,309 ",0.003356966,166
28/08/2019," Rp692,735 "," Rp692,735 "," Rp692,600 "," Rp692,600 ",0.004773288,2756
29/08/2019," Rp693,181 "," Rp698,501 "," Rp685,111 "," Rp688,222 ",-0.006320711,704
30/08/2019," Rp684,767 "," Rp687,372 "," Rp681,219 "," Rp682,297 ",-0.00860889,276
03/09/2019," Rp682,584 "," Rp693,520 "," Rp681,732 "," Rp692,893 ",0.015529558,139
04/09/2019," Rp697,071 "," Rp698,961 "," Rp690,681 "," Rp697,656 ",0.006874616,46
05/09/2019," Rp700,066 "," Rp700,111 "," Rp682,056 "," Rp683,997 ",-0.019578694,125
06/09/2019," Rp684,294 "," Rp688,217 "," Rp678,521 "," Rp679,288 ",-0.006885226,54
09/09/2019," Rp681,773 "," Rp683,580 "," Rp676,803 "," Rp678,701 ",-0.000863976,69
10/09/2019," Rp674,345 "," Rp674,345 "," Rp669,125 "," Rp670,655 ",-0.011853916,23
11/09/2019," Rp674,595 "," Rp676,810 "," Rp673,916 "," Rp675,816 ",0.007694297,8
12/09/2019," Rp678,141 "," Rp685,332 "," Rp677,779 "," Rp677,779 ",0.002905907,27
13/09/2019," Rp678,978 "," Rp678,978 "," Rp677,157 "," Rp678,978 ",0.001768641,1
16/09/2019," Rp694,072 "," Rp694,164 "," Rp689,603 "," Rp692,460 ",0.019855517,21
17/09/2019," Rp682,551 "," Rp685,832 "," Rp682,551 "," Rp685,832 ",-0.009570915,3
18/09/2019," Rp691,202 "," Rp691,431 "," Rp682,224 "," Rp690,561 ",0.006894785,8
19/09/2019," Rp685,820 "," Rp688,708 "," Rp685,820 "," Rp686,874 ",-0.005338852,10
20/09/2019," Rp689,780 "," Rp691,753 "," Rp689,780 "," Rp691,753 ",0.007103804,2
23/09/2019," Rp693,665 "," Rp697,418 "," Rp693,665 "," Rp697,418 ",0.008189263,5
24/09/2019," Rp690,876 "," Rp699,038 "," Rp690,876 "," Rp698,628 ",0.001734249,25
25/09/2019," Rp699,425 "," Rp699,562 "," Rp688,894 "," Rp688,894 ",-0.013933219,25
26/09/2019," Rp689,824 "," Rp689,824 "," Rp689,824 "," Rp689,824 ",0.001350513,8178
27/09/2019," Rp688,566 "," Rp689,435 "," Rp680,051 "," Rp686,231 ",-0.005208824,7827
30/09/2019," Rp689,335 "," Rp689,335 "," Rp674,405 "," Rp675,418 ",-0.015756425,1078
01/10/2019," Rp671,843 "," Rp679,528 "," Rp667,085 "," Rp677,927 ",0.003713778,219
02/10/2019," Rp680,645 "," Rp693,137 "," Rp679,493 "," Rp691,893 ",0.020601022,205
03/10/2019," Rp689,694 "," Rp699,274 "," Rp689,326 "," Rp694,162 ",0.003279574,1213
04/10/2019," Rp690,997 "," Rp692,420 "," Rp687,096 "," Rp691,273 ",-0.004161949,233
07/10/2019," Rp688,356 "," Rp688,814 "," Rp681,175 "," Rp685,109 ",-0.00891723,121
08/10/2019," Rp680,258 "," Rp687,977 "," Rp680,213 "," Rp683,821 ",-0.001879576,46
09/10/2019," Rp690,934 "," Rp690,934 "," Rp686,672 "," Rp690,200 ",0.009329209,120
10/10/2019," Rp696,910 "," Rp696,910 "," Rp687,410 "," Rp689,347 ",-0.001236041,78
11/10/2019," Rp686,451 "," Rp687,831 "," Rp679,549 "," Rp682,218 ",-0.01034224,57
14/10/2019," Rp679,168 "," Rp683,331 "," Rp677,749 "," Rp682,508 ",0.000425012,400
15/10/2019," Rp678,690 "," Rp681,653 "," Rp673,083 "," Rp673,539 ",-0.013141348,367
16/10/2019," Rp679,690 "," Rp682,442 "," Rp678,772 "," Rp682,442 ",0.013217915,383
17/10/2019," Rp681,411 "," Rp684,620 "," Rp681,227 "," Rp684,207 ",0.002587523,271
18/10/2019," Rp676,430 "," Rp677,249 "," Rp676,112 "," Rp676,839 ",-0.010768501,82
21/10/2019," Rp678,872 "," Rp678,872 "," Rp675,045 "," Rp675,455 ",-0.002045353,72
22/10/2019," Rp671,890 "," Rp671,936 "," Rp671,120 "," Rp671,120 ",-0.006417657,99
23/10/2019," Rp670,191 "," Rp671,949 "," Rp670,191 "," Rp671,769 ",0.000966219,67
24/10/2019," Rp675,480 "," Rp680,329 "," Rp673,395 "," Rp679,287 ",0.011191381,115
25/10/2019," Rp680,931 "," Rp686,782 "," Rp679,843 "," Rp680,070 ",0.001152617,93
28/10/2019," Rp676,189 "," Rp676,189 "," Rp669,850 "," Rp669,850 ",-0.015027854,37
29/10/2019," Rp666,812 "," Rp667,306 "," Rp666,812 "," Rp667,306 ",-0.003797708,425
30/10/2019," Rp677,547 "," Rp681,282 "," Rp674,722 "," Rp680,280 ",0.019442754,320
31/10/2019," Rp679,509 "," Rp687,230 "," Rp679,509 "," Rp686,458 ",0.00908142,210
01/11/2019," Rp686,237 "," Rp686,510 "," Rp682,604 "," Rp684,875 ",-0.002306075,235
04/11/2019," Rp688,065 "," Rp688,065 "," Rp686,426 "," Rp686,426 ",0.002265326,101
05/11/2019," Rp680,687 "," Rp680,687 "," Rp668,808 "," Rp668,808 ",-0.025666423,31
06/11/2019," Rp671,323 "," Rp674,853 "," Rp671,323 "," Rp674,491 ",0.008496945,567
07/11/2019," Rp678,747 "," Rp678,747 "," Rp667,398 "," Rp667,398 ",-0.010516844,581
08/11/2019," Rp671,237 "," Rp671,237 "," Rp667,673 "," Rp667,673 ",0.000412913,21
11/11/2019," Rp668,734 "," Rp668,734 "," Rp663,379 "," Rp666,216 ",-0.002181877,22
12/11/2019," Rp662,256 "," Rp662,256 "," Rp658,705 "," Rp660,981 ",-0.007857992,6
13/11/2019," Rp665,997 "," Rp668,968 "," Rp665,997 "," Rp668,237 ",0.010976568,56
14/11/2019," Rp668,566 "," Rp672,220 "," Rp668,520 "," Rp672,220 ",0.005960916,83
15/11/2019," Rp670,136 "," Rp670,136 "," Rp669,315 "," Rp669,315 ",-0.004320677,13
18/11/2019," Rp670,418 "," Rp670,418 "," Rp669,371 "," Rp669,917 ",0.000899059,141
19/11/2019," Rp666,667 "," Rp669,665 "," Rp666,667 "," Rp669,210 ",-0.001055185,18
20/11/2019," Rp674,171 "," Rp675,041 "," Rp671,745 "," Rp674,492 ",0.007892129,31
21/11/2019," Rp668,434 "," Rp668,434 "," Rp668,434 "," Rp668,434 ",-0.008980642,16
22/11/2019," Rp671,301 "," Rp671,301 "," Rp668,787 "," Rp668,787 ",0.000527797,19
25/11/2019," Rp662,648 "," Rp662,648 "," Rp661,921 "," Rp662,421 ",-0.009519317,14
26/11/2019," Rp662,750 "," Rp662,750 "," Rp662,750 "," Rp662,750 ",0.000496507,346362
27/11/2019," Rp665,571 "," Rp665,936 "," Rp661,426 "," Rp662,064 ",-0.001035142,88364
29/11/2019," Rp664,375 "," Rp669,859 "," Rp663,689 "," Rp669,859 ",0.011774725,7020
02/12/2019," Rp668,956 "," Rp669,688 "," Rp664,611 "," Rp668,727 ",-0.001690108,2172
03/12/2019," Rp666,551 "," Rp675,124 "," Rp665,593 "," Rp674,121 ",0.008066023,1460
04/12/2019," Rp671,593 "," Rp674,275 "," Rp668,729 "," Rp670,002 ",-0.006110172,613
05/12/2019," Rp668,637 "," Rp670,133 "," Rp667,549 "," Rp669,635 ",-0.000548451,907
06/12/2019," Rp665,928 "," Rp666,379 "," Rp658,343 "," Rp658,749 ",-0.016255592,899
09/12/2019," Rp656,011 "," Rp658,439 "," Rp655,921 "," Rp656,236 ",-0.003815709,1461
10/12/2019," Rp661,679 "," Rp664,623 "," Rp661,679 "," Rp662,540 ",0.009606113,367
11/12/2019," Rp659,873 "," Rp665,421 "," Rp659,873 "," Rp662,715 ",0.000264042,393
12/12/2019," Rp664,811 "," Rp668,777 "," Rp659,673 "," Rp661,025 ",-0.002549085,955
13/12/2019," Rp659,403 "," Rp665,172 "," Rp659,403 "," Rp665,036 ",0.006068061,468
16/12/2019," Rp666,215 "," Rp666,893 "," Rp666,215 "," Rp666,758 ",0.002588332,99
17/12/2019," Rp669,360 "," Rp670,632 "," Rp669,315 "," Rp669,587 ",0.004243931,410
18/12/2019," Rp663,495 "," Rp663,495 "," Rp663,495 "," Rp663,495 ",-0.00909882,250
19/12/2019," Rp667,070 "," Rp668,426 "," Rp665,895 "," Rp668,109 ",0.006954438,319
20/12/2019," Rp666,031 "," Rp666,662 "," Rp665,129 "," Rp665,129 ",-0.004461225,118
23/12/2019," Rp667,580 "," Rp667,670 "," Rp666,499 "," Rp667,670 ",0.003820205,391
24/12/2019," Rp670,701 "," Rp675,387 "," Rp670,701 "," Rp675,387 ",0.011558221,52
26/12/2019," Rp678,185 "," Rp681,384 "," Rp678,095 "," Rp680,032 ",0.006878786,126
27/12/2019," Rp681,240 "," Rp681,240 "," Rp681,240 "," Rp681,240 ",0.001776361,839
30/12/2019," Rp673,675 "," Rp674,789 "," Rp672,518 "," Rp674,522 ",-0.009862536,446
31/12/2019," Rp675,129 "," Rp679,411 "," Rp675,129 "," Rp677,672 ",0.004669807,301
02/01/2020," Rp687,119 "," Rp691,917 "," Rp687,074 "," Rp690,016 ",0.018215857,214
03/01/2020," Rp680,857 "," Rp690,914 "," Rp680,857 "," Rp689,356 ",-0.000955865,107
06/01/2020," Rp718,235 "," Rp718,235 "," Rp709,325 "," Rp711,962 ",0.032791931,416
07/01/2020," Rp705,565 "," Rp713,715 "," Rp705,565 "," Rp711,677 ",-0.000399242,47
08/01/2020," Rp712,831 "," Rp723,886 "," Rp700,467 "," Rp702,768 ",-0.012519043,236
09/01/2020," Rp703,737 "," Rp703,737 "," Rp698,128 "," Rp701,928 ",-0.001195161,54
10/01/2020," Rp702,351 "," Rp705,792 "," Rp699,725 "," Rp705,203 ",0.004666109,16
13/01/2020," Rp704,193 "," Rp704,465 "," Rp700,124 "," Rp700,124 ",-0.007202555,48
14/01/2020," Rp700,064 "," Rp700,064 "," Rp694,723 "," Rp698,118 ",-0.002865512,32
15/01/2020," Rp701,107 "," Rp703,779 "," Rp700,020 "," Rp702,964 ",0.006941468,11
16/01/2020," Rp693,667 "," Rp693,845 "," Rp690,457 "," Rp690,680 ",-0.017474766,98
17/01/2020," Rp692,938 "," Rp695,034 "," Rp692,715 "," Rp695,034 ",0.006303877,108
